Solar_Radiation,Humidity,Wind_Speed,Air_Temperature,Date,Pavement_Temperature
679,20.75,4.1000000000000005,40.8,2023-07-19 16:00:00,61.57361111111111
478,21.79,4.3,39.6,2023-07-19 17:00:00,60.05185185185185
262,24.13,4.2,37.9,2023-07-19 18:00:00,57.316666666666656
65,29.71,3.6,35.300000000000004,2023-07-19 19:00:00,52.645833333333336
0,37.02,4.1000000000000005,33.5,2023-07-19 20:00:00,48.24398148148148
0,47.96,4.800000000000001,31.700000000000003,2023-07-19 21:00:00,44.64583333333333
0,61.48,5.0,29.8,2023-07-19 22:00:00,41.67222222222222
0,71.95,4.7,28.4,2023-07-19 23:00:00,39.275462962962955
0,79.44,4.3,27.4,2023-07-20 00:00:00,37.25555555555555
0,85.02,3.9,26.700000000000003,2023-07-20 01:00:00,35.54166666666667
0,88.92,3.5,26.200000000000003,2023-07-20 02:00:00,34.04074074074074
0,91.85,3.1,25.700000000000003,2023-07-20 03:00:00,32.78148148148148
0,93.69,2.5,25.3,2023-07-20 04:00:00,31.755092592592597
0,95.17,1.9,24.9,2023-07-20 05:00:00,30.906018518518515
19,89.61,2.4000000000000004,25.5,2023-07-20 06:00:00,29.921296296296298
191,73.93,2.7,27.4,2023-07-20 07:00:00,29.389351851851853
411,54.46,3.1,30.200000000000003,2023-07-20 08:00:00,31.317592592592593
618,41.04,3.3000000000000003,33.2,2023-07-20 09:00:00,35.72361111111112
798,32.51,3.4000000000000004,35.800000000000004,2023-07-20 10:00:00,40.36342592592592
930,27.25,3.4000000000000004,37.9,2023-07-20 11:00:00,45.837962962962955
1004,24.04,3.4000000000000004,39.5,2023-07-20 12:00:00,51.342592592592595
1013,22.38,3.4000000000000004,40.5,2023-07-20 13:00:00,55.827314814814805
958,21.87,3.5,40.900000000000006,2023-07-20 14:00:00,59.28101851851852
839,21.78,3.5,40.8,2023-07-20 15:00:00,61.416203703703694
675,21.9,3.6,40.2,2023-07-20 16:00:00,60.910648148148155
304,23.03,3.7,38.900000000000006,2023-07-20 17:00:00,59.39583333333333
260,25.14,3.6,37.2,2023-07-20 18:00:00,56.30185185185185
64,30.37,2.6,34.5,2023-07-20 19:00:00,51.58240740740741
0,35.71,3.3000000000000003,33.1,2023-07-20 20:00:00,47.68703703703703
0,43.56,3.9,31.700000000000003,2023-07-20 21:00:00,44.45694444444444
0,54.56,4.2,30.0,2023-07-20 22:00:00,41.483333333333334
0,65.69,4.2,28.4,2023-07-20 23:00:00,39.0412037037037
0,74.31,3.8,27.200000000000003,2023-07-21 00:00:00,37.06203703703703
0,81.39,3.6,26.3,2023-07-21 01:00:00,35.38518518518518
0,87.81,3.2,25.5,2023-07-21 02:00:00,33.72824074074074
0,92.49,2.8000000000000003,24.9,2023-07-21 03:00:00,32.45277777777778
0,95.55,2.2,24.5,2023-07-21 04:00:00,31.34305555555556
0,96.53,1.7000000000000002,24.3,2023-07-21 05:00:00,30.37962962962963
18,88.81,2.3000000000000003,25.3,2023-07-21 06:00:00,29.713425925925925
190,73.19,2.3000000000000003,27.3,2023-07-21 07:00:00,29.1962962962963
411,53.27,2.3000000000000003,30.3,2023-07-21 08:00:00,29.806481481481477
624,36.39,2.4000000000000004,33.5,2023-07-21 09:00:00,33.44305555555555
804,27.77,2.1,36.1,2023-07-21 10:00:00,39.29675925925926
936,23.56,1.9,38.1,2023-07-21 11:00:00,45.28055555555555
1008,21.18,1.8,39.6,2023-07-21 12:00:00,50.942129629629626
1018,19.75,1.9,40.6,2023-07-21 13:00:00,55.900925925925925
962,19.1,2.1,41.1,2023-07-21 14:00:00,59.567129629629626
846,18.92,2.3000000000000003,41.0,2023-07-21 15:00:00,61.86944444444445
682,18.76,2.5,40.5,2023-07-21 16:00:00,62.306481481481484
481,19.41,2.6,39.400000000000006,2023-07-21 17:00:00,61.12453703703704
263,21.2,2.4000000000000004,37.7,2023-07-21 18:00:00,58.37962962962963
65,27.98,1.1,33.9,2023-07-21 19:00:00,53.70231481481481
0,32.58,1.5,32.300000000000004,2023-07-21 20:00:00,49.04675925925926
0,37.98,2.3000000000000003,31.4,2023-07-21 21:00:00,45.47361111111111
0,46.24,3.3000000000000003,30.3,2023-07-21 22:00:00,42.69722222222222
0,56.25,3.5,29.0,2023-07-21 23:00:00,40.23425925925926
0,65.89,3.2,27.8,2023-07-22 00:00:00,38.229166666666664
0,73.68,2.4000000000000004,26.8,2023-07-22 01:00:00,36.509722222222216
0,79.96000000000001,1.4,26.0,2023-07-22 02:00:00,35.014814814814805
0,84.8,0.8,25.4,2023-07-22 03:00:00,33.69814814814816
0,88.66,0.6000000000000001,24.9,2023-07-22 04:00:00,32.57268518518518
0,90.45,0.5,24.700000000000003,2023-07-22 05:00:00,31.525925925925925
16,84.51,1.1,25.8,2023-07-22 06:00:00,30.650462962962962
182,65.61,1.6,28.4,2023-07-22 07:00:00,30.18657407407407
397,44.07,0.9,32.0,2023-07-22 08:00:00,32.05138888888889
606,31.77,0.7000000000000001,35.2,2023-07-22 09:00:00,36.46342592592592
784,26.0,1.6,37.5,2023-07-22 10:00:00,42.06666666666667
915,23.03,1.9,39.2,2023-07-22 11:00:00,48.076851851851856
992,21.25,2.2,40.5,2023-07-22 12:00:00,53.41111111111112
1001,20.38,2.3000000000000003,41.3,2023-07-22 13:00:00,57.864814814814814
946,20.05,2.5,41.7,2023-07-22 14:00:00,60.32314814814815
825,20.54,2.7,41.5,2023-07-22 15:00:00,62.530555555555544
531,21.78,2.7,40.7,2023-07-22 16:00:00,62.20231481481481
457,23.67,2.8000000000000003,39.5,2023-07-22 17:00:00,59.31851851851852
243,26.19,2.7,38.1,2023-07-22 18:00:00,57.588425925925925
56,31.35,1.5,35.9,2023-07-22 19:00:00,53.39027777777777
0,35.33,1.6,34.7,2023-07-22 20:00:00,49.13518518518518
0,37.43,2.0,34.1,2023-07-22 21:00:00,46.020370370370365
0,40.35,2.5,33.2,2023-07-22 22:00:00,43.82824074074074
0,45.08,2.8000000000000003,32.0,2023-07-22 23:00:00,41.906481481481485
0,50.31,2.6,30.9,2023-07-23 00:00:00,39.91620370370371
0,55.370000000000005,2.0,29.8,2023-07-23 01:00:00,38.34305555555555
0,59.58,1.3,28.9,2023-07-23 02:00:00,37.12407407407407
0,63.77,0.6000000000000001,28.1,2023-07-23 03:00:00,36.04722222222222
0,67.25,0.4,27.5,2023-07-23 04:00:00,34.838425925925925
0,69.31,0.3,27.1,2023-07-23 05:00:00,33.60925925925926
15,67.86,0.4,27.700000000000003,2023-07-23 06:00:00,32.61898148148148
178,58.15,1.0,30.0,2023-07-23 07:00:00,32.09768518518518
391,44.43,1.4,33.0,2023-07-23 08:00:00,34.09861111111111
600,34.81,1.0,35.6,2023-07-23 09:00:00,38.57175925925926
777,29.56,0.7000000000000001,37.6,2023-07-23 10:00:00,42.44814814814814
909,26.51,0.4,39.2,2023-07-23 11:00:00,46.625
407,24.44,0.5,40.3,2023-07-23 12:00:00,53.72500000000001
109,22.95,0.8,41.0,2023-07-23 13:00:00,52.69722222222222
590,22.1,1.2000000000000002,41.2,2023-07-23 14:00:00,47.47314814814815
50,22.21,1.6,40.8,2023-07-23 15:00:00,45.06203703703704
87,23.36,2.1,39.5,2023-07-23 16:00:00,41.72361111111111
103,24.5,2.5,38.400000000000006,2023-07-23 17:00:00,40.62453703703704
106,26.96,2.5,36.8,2023-07-23 18:00:00,40.08796296296297
40,37.31,1.3,33.6,2023-07-23 19:00:00,39.48379629629629
0,44.74,1.2000000000000002,31.8,2023-07-23 20:00:00,38.703240740740746
0,51.14,1.2000000000000002,30.6,2023-07-23 21:00:00,36.760185185185186
0,57.05,1.2000000000000002,29.6,2023-07-23 22:00:00,34.99953703703704
0,62.6,1.2000000000000002,28.8,2023-07-23 23:00:00,33.713425925925925
0,69.01,1.2000000000000002,27.9,2023-07-24 00:00:00,32.47314814814815
0,75.97,1.1,27.1,2023-07-24 01:00:00,31.379166666666666
0,83.13,1.0,26.3,2023-07-24 02:00:00,30.420833333333327
0,88.95,0.7000000000000001,25.6,2023-07-24 03:00:00,29.57314814814815
0,93.61,0.5,25.0,2023-07-24 04:00:00,28.78657407407407
0,96.45,0.4,24.6,2023-07-24 05:00:00,27.998611111111106
15,91.93,0.8,25.4,2023-07-24 06:00:00,27.312037037037033
182,72.46000000000001,1.2000000000000002,27.8,2023-07-24 07:00:00,27.02175925925926
398,47.8,1.4,31.6,2023-07-24 08:00:00,29.337500000000002
607,37.11,1.6,34.4,2023-07-24 09:00:00,34.19722222222222
788,31.46,1.8,36.4,2023-07-24 10:00:00,40.07685185185185
920,27.36,2.1,38.0,2023-07-24 11:00:00,46.03055555555556
998,24.44,2.4000000000000004,39.3,2023-07-24 12:00:00,51.431481481481484
1009,22.77,2.6,40.0,2023-07-24 13:00:00,56.312037037037044
956,21.73,2.8000000000000003,40.400000000000006,2023-07-24 14:00:00,57.602777777777774
843,21.42,3.0,40.3,2023-07-24 15:00:00,59.879629629629626
677,21.71,3.3000000000000003,39.6,2023-07-24 16:00:00,59.77546296296296
476,22.78,3.4000000000000004,38.400000000000006,2023-07-24 17:00:00,59.36388888888888
258,25.2,3.4000000000000004,36.7,2023-07-24 18:00:00,56.4949074074074
61,32.9,2.4000000000000004,33.6,2023-07-24 19:00:00,51.47870370370371
0,39.59,3.4000000000000004,32.2,2023-07-24 20:00:00,47.061574074074066
0,48.2,3.8,30.9,2023-07-24 21:00:00,43.35925925925926
0,56.97,3.6,29.700000000000003,2023-07-24 22:00:00,40.51527777777778
0,64.35,3.1,28.6,2023-07-24 23:00:00,38.40046296296296
0,69.58,2.3000000000000003,27.700000000000003,2023-07-25 00:00:00,36.63564814814814
0,73.7,1.6,26.9,2023-07-25 01:00:00,35.12916666666667
0,77.83,1.0,26.1,2023-07-25 02:00:00,33.9212962962963
0,81.09,0.7000000000000001,25.5,2023-07-25 03:00:00,32.66712962962963
0,84.53,0.6000000000000001,24.9,2023-07-25 04:00:00,31.51527777777778
0,87.4,0.6000000000000001,24.5,2023-07-25 05:00:00,30.567129629629626
14,82.41,1.7000000000000002,25.700000000000003,2023-07-25 06:00:00,29.827314814814812
177,68.81,2.2,28.200000000000003,2023-07-25 07:00:00,29.421296296296294
392,54.71,2.5,30.9,2023-07-25 08:00:00,31.322685185185183
596,45.04,2.8000000000000003,33.2,2023-07-25 09:00:00,35.1662037037037
775,37.95,3.0,35.300000000000004,2023-07-25 10:00:00,39.99953703703704
907,33.38,3.1,36.9,2023-07-25 11:00:00,44.47407407407407
984,30.03,3.1,38.2,2023-07-25 12:00:00,49.82685185185185
995,27.75,3.0,39.1,2023-07-25 13:00:00,54.98842592592592
940,26.24,2.8000000000000003,39.5,2023-07-25 14:00:00,58.30138888888889
822,25.46,2.7,39.400000000000006,2023-07-25 15:00:00,59.73935185185185
657,25.37,2.7,38.900000000000006,2023-07-25 16:00:00,60.68148148148148
458,26.18,2.6,37.9,2023-07-25 17:00:00,59.10925925925926
242,28.22,2.4000000000000004,36.4,2023-07-25 18:00:00,56.447222222222216
53,36.41,1.3,33.300000000000004,2023-07-25 19:00:00,51.81759259259259
0,39.73,2.0,32.2,2023-07-25 20:00:00,47.59861111111112
0,44.17,3.1,31.4,2023-07-25 21:00:00,44.1662037037037
0,51.66,4.0,30.3,2023-07-25 22:00:00,41.43749999999999
0,60.5,4.1000000000000005,29.1,2023-07-25 23:00:00,39.2287037037037
0,68.05,3.7,28.1,2023-07-26 00:00:00,37.4212962962963
0,73.73,3.2,27.4,2023-07-26 01:00:00,35.82222222222222
0,78.13,2.9000000000000004,26.9,2023-07-26 02:00:00,34.42638888888888
0,82.17,2.6,26.4,2023-07-26 03:00:00,33.281944444444434
0,85.01,2.2,26.1,2023-07-26 04:00:00,32.33888888888888
0,87.58,1.9,25.8,2023-07-26 05:00:00,31.47916666666667
8,85.18,2.4000000000000004,26.3,2023-07-26 06:00:00,30.906481481481478
157,73.3,3.0,28.200000000000003,2023-07-26 07:00:00,30.691203703703707
365,58.56,3.2,30.9,2023-07-26 08:00:00,32.01064814814815
572,47.35,3.3000000000000003,33.4,2023-07-26 09:00:00,35.7962962962963
752,39.34,3.3000000000000003,35.5,2023-07-26 10:00:00,41.135185185185186
887,33.47,3.3000000000000003,37.3,2023-07-26 11:00:00,46.58287037037037
973,29.11,3.3000000000000003,38.7,2023-07-26 12:00:00,51.34305555555556
987,26.03,3.3000000000000003,39.6,2023-07-26 13:00:00,55.91666666666667
934,23.92,3.4000000000000004,40.1,2023-07-26 14:00:00,58.64027777777778
823,22.72,3.3000000000000003,40.1,2023-07-26 15:00:00,59.69722222222223
659,22.27,3.3000000000000003,39.6,2023-07-26 16:00:00,61.06203703703703
458,22.76,3.2,38.6,2023-07-26 17:00:00,57.11944444444444
241,24.47,3.1,37.1,2023-07-26 18:00:00,54.99444444444445
52,30.86,2.2,34.0,2023-07-26 19:00:00,50.707870370370365
0,34.92,3.3000000000000003,32.7,2023-07-26 20:00:00,46.91620370370371
0,41.19,4.6000000000000005,31.3,2023-07-26 21:00:00,43.64027777777778
0,50.35,4.800000000000001,29.6,2023-07-26 22:00:00,40.86435185185186
0,59.72,4.4,28.200000000000003,2023-07-26 23:00:00,38.62453703703703
0,68.02,3.8,27.3,2023-07-27 00:00:00,36.64074074074074
0,75.96000000000001,3.3000000000000003,26.6,2023-07-27 01:00:00,35.00972222222222
0,82.86,2.7,26.0,2023-07-27 02:00:00,33.677314814814814
0,87.82000000000001,2.2,25.5,2023-07-27 03:00:00,32.55185185185184
0,90.48,1.8,25.200000000000003,2023-07-27 04:00:00,31.540740740740738
0,92.06,1.6,25.0,2023-07-27 05:00:00,30.650462962962962
9,86.8,2.4000000000000004,25.6,2023-07-27 06:00:00,29.95277777777778
163,71.72,2.9000000000000004,27.4,2023-07-27 07:00:00,29.551388888888887
375,54.54,3.2,30.1,2023-07-27 08:00:00,30.89027777777778
586,41.71,3.4000000000000004,32.9,2023-07-27 09:00:00,34.2449074074074
766,33.160000000000004,3.4000000000000004,35.2,2023-07-27 10:00:00,39.197685185185186
900,27.86,3.3000000000000003,37.1,2023-07-27 11:00:00,44.92685185185186
981,25.08,3.1,38.400000000000006,2023-07-27 12:00:00,50.20740740740741
992,23.57,3.0,39.2,2023-07-27 13:00:00,54.34861111111112
939,22.68,3.0,39.6,2023-07-27 14:00:00,57.30185185185186
819,22.15,3.0,39.5,2023-07-27 15:00:00,59.416203703703715
655,22.03,3.1,38.900000000000006,2023-07-27 16:00:00,58.582407407407416
454,22.75,3.1,37.8,2023-07-27 17:00:00,58.697685185185186
239,24.47,2.9000000000000004,36.3,2023-07-27 18:00:00,55.76277777777777
50,31.47,1.5,32.9,2023-07-27 19:00:00,49.984027777777776
0,35.06,2.2,31.8,2023-07-27 20:00:00,46.775462962962955
0,39.41,3.3000000000000003,31.0,2023-07-27 21:00:00,43.63564814814815
0,46.75,4.2,29.700000000000003,2023-07-27 22:00:00,40.995370370370374
0,55.870000000000005,4.2,28.200000000000003,2023-07-27 23:00:00,38.6087962962963
0,63.620000000000005,3.5,27.1,2023-07-28 00:00:00,36.67129629629629
0,70.46000000000001,2.9000000000000004,26.3,2023-07-28 01:00:00,35.04629629629629
0,76.78,2.5,25.700000000000003,2023-07-28 02:00:00,33.718518518518515
0,82.66,1.8,25.1,2023-07-28 03:00:00,32.55740740740741
0,88.03,1.0,24.5,2023-07-28 04:00:00,31.46296296296296
0,93.14,0.7000000000000001,23.9,2023-07-28 05:00:00,30.488888888888887
9,88.59,1.6,24.8,2023-07-28 06:00:00,29.578240740740736
165,69.39,2.0,27.1,2023-07-28 07:00:00,29.097685185185185
382,44.65,2.4000000000000004,30.4,2023-07-28 08:00:00,30.812037037037033
594,31.72,2.5,33.4,2023-07-28 09:00:00,34.90092592592592
775,26.14,2.2,35.6,2023-07-28 10:00:00,36.76111111111111
909,23.32,2.2,37.3,2023-07-28 11:00:00,41.41111111111111
982,21.61,2.3000000000000003,38.5,2023-07-28 12:00:00,48.73888888888889
994,20.41,2.6,39.3,2023-07-28 13:00:00,54.150925925925925
939,19.7,2.9000000000000004,39.7,2023-07-28 14:00:00,58.072685185185186
821,19.33,3.1,39.6,2023-07-28 15:00:00,59.95324074074073
656,19.0,3.3000000000000003,39.0,2023-07-28 16:00:00,59.15555555555555
455,19.32,3.4000000000000004,37.9,2023-07-28 17:00:00,59.08842592592592
239,20.85,3.3000000000000003,36.3,2023-07-28 18:00:00,56.18148148148148
49,27.11,2.9000000000000004,33.1,2023-07-28 19:00:00,51.20277777777778
0,34.14,4.1000000000000005,31.3,2023-07-28 20:00:00,47.098611111111104
0,43.1,4.7,29.8,2023-07-28 21:00:00,43.6037037037037
0,51.98,4.4,28.4,2023-07-28 22:00:00,40.50925925925926
0,57.620000000000005,3.5,27.5,2023-07-28 23:00:00,38.11944444444445
0,62.04,2.7,26.700000000000003,2023-07-29 00:00:00,36.23888888888889
0,66.56,1.7000000000000002,25.8,2023-07-29 01:00:00,34.76018518518518
0,70.8,1.0,25.0,2023-07-29 02:00:00,33.51064814814814
0,74.77,0.7000000000000001,24.3,2023-07-29 03:00:00,32.3587962962963
0,77.79,0.6000000000000001,23.8,2023-07-29 04:00:00,31.33333333333333
0,80.37,0.6000000000000001,23.4,2023-07-29 05:00:00,30.389814814814816
10,75.25,1.0,24.6,2023-07-29 06:00:00,29.457870370370365
167,58.84,1.6,27.700000000000003,2023-07-29 07:00:00,28.90509259259259
384,41.34,2.2,30.9,2023-07-29 08:00:00,30.68101851851852
596,30.65,2.6,33.5,2023-07-29 09:00:00,34.77083333333333
778,25.82,2.8000000000000003,35.1,2023-07-29 10:00:00,40.33240740740741
912,22.92,2.9000000000000004,36.4,2023-07-29 11:00:00,45.81203703703703
993,21.37,2.9000000000000004,37.1,2023-07-29 12:00:00,50.76064814814815
1002,20.53,2.8000000000000003,37.4,2023-07-29 13:00:00,54.93796296296297
947,20.11,2.7,37.5,2023-07-29 14:00:00,58.27638888888889
827,19.8,2.7,37.5,2023-07-29 15:00:00,60.30185185185184
662,19.92,2.8000000000000003,37.0,2023-07-29 16:00:00,60.686574074074066
461,20.45,3.0,36.2,2023-07-29 17:00:00,59.19722222222221
242,22.37,2.7,34.7,2023-07-29 18:00:00,56.05601851851852
